Item Name,Book Price,,Price Per foot or Unit,,Price if Purchased Per:,,,Bid Labor Per Foot or Unit,DCI / UPC
1-1/4X3 GRC/PVC NIP,$65.47,E,$65.47, ,"$3,928.20",C,100,0.15,70 4508 39823
1-1/4X3 1/2 GRC/PVC NIP,$69.01,E,$69.01, ,"$4,140.60",C,100,0.15,70 4508 39825
1-1/4X4 GRC/PVC NIP,$72.50,E,$72.50, ,"$4,350.00",C,100,0.15,70 4508 39829
1-1/4X5 GRC/PVC NIP,$74.15,E,$74.15, ,"$4,449.00",C,100,0.15,70 4508 39833
1-1/4X6 GRC/PVC NIP,$77.15,E,$77.15, ,"$4,629.00",C,100,0.15,70 4508 39836
1-1/4X8 GRC/PVC NIP,$77.95,E,$77.95, ,"$4,677.00",C,100,0.15,70 4508 39839
1 1/4X10 GRC/PVC NIP,$88.79,E,$88.79, ,"$5,327.40",C,100,0.16,70 4508 39812
1 1/4X12GRC/PVC NIP,$106.52,E,$106.52, ,"$6,391.20",C,100,0.16,70 4508 39814
    2X2 1/2 GRC/PVC NIP,$70.09,E,$70.09, ,"$4,205.40",C,100,0.18,70 4508 39911
    2X3 GRC/PVC NIP,$72.31,E,$72.31, ,"$4,338.60",C,100,0.18,70 4508 39915
    2X3 1/2 GRC/PVC NIP,$78.99,E,$78.99, ,"$4,739.40",C,100,0.18,70 4508 39917
    2X4 GRC/PVC NIP,$85.76,E,$85.76, ,"$5,145.60",C,100,0.18,70 4508 39921
    2X5 GRC/PVC NIP,$89.41,E,$89.41, ,"$5,364.60",C,100,0.18,70 4508 39925
    2X6 GRC/PVC NIP,$93.12,E,$93.12, ,"$5,587.20",C,100,0.18,70 4508 39928
    2X8 GRC/PVC NIP,$111.00,E,$111.00, ,"$6,660.00",C,100,0.18,70 4508 39931
    2X10 GRC/PVC NIP,$137.39,E,$137.39, ,"$8,243.40",C,100,0.18,70 4508 39905
    2X12 GRC/PVC NIP,$158.57,E,$158.57, ,"$9,514.20",C,100,0.18,70 4508 39909
2 1/2X3 1/2 GRC/PVC NIP,$125.41,E,$125.41, ,"$7,524.60",C,100,0.2,70 4508 39891
2 1/2X4 GRC/PVC NIP,$131.33,E,$131.33, ,"$7,879.80",C,100,0.2,70 4508 39893
2 1/2X5 GRC/PVC NIP,$155.10,E,$155.10, ,"$9,306.00",C,100,0.2,70 4508 39896
2 1/2X6 GRC/PVC NIP,$179.15,E,$179.15, ,"$10,749.00",C,100,0.2,70 4508 39899
2 1/2X8 GRC/PVC NIP,$208.76,E,$208.76, ,"$12,525.60",C,100,0.2,70 4508 39903
2 1/2X10 GRC/PVC NIP,$240.06,E,$240.06, ,"$14,403.60",C,100,0.2,70 4508 39885
2 1/2X12 GRC/PVC NIP,$281.77,E,$281.77, ,"$16,906.20",C,100,0.2,70 4508 39887
    3X3 GRC/PVC NIP,$153.44,E,$153.44, ,"$9,206.40",C,100,0.22,70 4508 40004
    3X3 1/2 GRC/PVC NIP,$153.44,E,$153.44, ,"$9,206.40",C,100,0.22,70 4508 40006
    3X4 GRC/PVC NIP,$166.23,E,$166.23, ,"$9,973.80",C,100,0.22,70 4508 40008
    3X5 GRC/PVC NIP,$185.43,E,$185.43, ,"$11,125.80",C,100,0.22,70 4508 40011
    3X6 GRC/PVC NIP,$210.93,E,$210.93, ,"$12,655.80",C,100,0.22,70 4508 40014
    3X8 GRC/PVC NIP,$245.93,E,$245.93, ,"$14,755.80",C,100,0.22,70 4508 40017
    3X10 GRC/PVC NIP,$290.57,E,$290.57, ,"$17,434.20",C,100,0.22,70 4508 39997
    3X12 GRC/PVC NIP,$357.65,E,$357.65, ,$214.59,E,0,0.22,70 4508 39999
3 1/2X4 GRC/PVC NIP,$207.39,E,$207.39, ,"$12,443.40",C,100,0.24,70 4508 39991
3 1/2X6 GRC/PVC NIP,$234.49,E,$234.49, ,"$14,069.40",C,100,0.24,70 4508 39993
3 1/2X8 GRC/PVC NIP,$291.94,E,$291.94, ,"$17,516.40",C,100,0.24,70 4508 39995
3 1/2X10 GRC/PVC NIP,$352.37,E,$352.37, ,$211.42,E,0,0.24,70 4508 39987
3 1/2X12 GRC/PVC NIP,$389.38,E,$389.38, ,$233.63,E,0,0.24,70 4508 39989
    4X4 GRC/PVC NIP,$221.85,E,$221.85, ,"$13,311.00",C,100,0.3,70 4508 40028
    4X5 GRC/PVC NIP,$232.76,E,$232.76, ,"$13,965.60",C,100,0.26,70 4508 40032
    4X6 GRC/PVC NIP,$271.54,E,$271.54, ,"$16,292.40",C,100,0.3,70 4508 40034
    4X8 GRC/PVC NIP,$329.70,E,$329.70, ,"$19,782.00",C,100,0.26,70 4508 40037
    4X10 GRC/PVC NIP,$431.55,E,$431.55, ,$258.93,E,0,0.30,70 4508 40020
    4X12 GRC/PVC NIP,$462.80,E,$462.80, ,$277.68,E,0,0.26,70 4508 40023
    5X5 GRC/PVC NIP,$380.21,E,$380.21, ,$228.13,E,0,0.26,70 4508 40045
    5X6 GRC/PVC NIP,$464.27,E,$464.27, ,$278.56,E,0,0.30,70 4508 40047
    5X8 GRC/PVC NIP,$508.11,E,$508.11, ,$304.87,E,0,0.26,70 4508 40049
    5X10 GRC/PVC NIP,$595.76,E,$595.76, ,$357.46,E,0,0.30,70 4508 40041
    5X12 GRC/PVC NIP,$577.88,E,$577.88, ,$346.73,E,0,0.26,70 4508 40043
grc/pvc robroy nipples,$0.00, ,, ,$0.00, ,0,,
"  1/2"" X 2"" GRC/PVC NIP","$3,855.36",C,38.5536, ,"$2,313.22",C,100,0.15,78 4011 20994
"  3/4"" X 2"" GRC/PVC NIP","$3,928.36",C,39.2836, ,"$2,357.02",C,100,0.15,78 4011 21005
"    1"" X 2"" GRC/PVC NIP","$4,149.05",C,41.4905, ,"$2,489.43",C,100,0.15,78 4011 21016
"1 1/4"" X 2"" GRC/PVC NIP","$5,103.13",C,51.0313, ,"$3,061.88",C,100,0.15,78 4011 21028
"1 1/2"" X 2"" GRC/PVC NIP","$5,303.45",C,53.0345, ,"$3,182.07",C,100,0.15,78 4011 21038
"  1/2"" X 2 1/2"" GRC/PVC","$4,352.77",C,43.5277, ,"$2,611.66",C,100,0.15,78 4011 20995
"  3/4"" X 2 1/2"" GRC/PVC","$4,458.03",C,44.5803, ,"$2,674.82",C,100,0.15,78 4011 21006
"    1"" X 2 1/2"" GRC/PVC","$4,682.11",C,46.8211, ,"$2,809.27",C,100,0.15,78 4011 21017
"1 1/4"" X 2 1/2"" GRC/PVC","$5,665.05",C,56.6505, ,"$3,399.03",C,100,0.15,78 4011 21027
"1 1/2"" X 2 1/2"" GRC/PVC","$5,878.96",C,58.7896, ,"$3,527.38",C,100,0.15,78 4011 21039
"    2"" X 2 1/2"" GRC/PVC","$6,140.40",C,61.404, ,"$3,684.24",C,100,0.15,78 4011 21049
"  1/2"" X3"" GRC/PVC NIPP","$4,388.42",C,43.8842, ,"$2,633.05",C,100,0.15,78 4011 20996
"  3/4"" X3"" GRC/PVC NIPP","$4,491.98",C,44.9198, ,"$2,695.19",C,100,0.15,78 4011 21007
"    1"" X3"" GRC/PVC NIPP","$4,748.32",C,47.4832, ,"$2,848.99",C,100,0.15,78 4011 21018
"1 1/4"" X3"" GRC/PVC NIPP","$5,736.35",C,57.3635, ,"$3,441.81",C,100,0.15,78 4011 21029
"1 1/2"" X3"" GRC/PVC NIPP","$5,950.26",C,59.5026, ,"$3,570.16",C,100,0.15,78 4011 21040
"    2"" X3"" GRC/PVC NIPP","$6,333.93",C,63.3393, ,"$3,800.36",C,100,0.15,78 4011 21050
"  1/2"" X3 1/2"" GRC/PVC ","$4,892.62",C,48.9262, ,"$2,935.57",C,100,0.15,78 4011 20997
"  3/4"" X3 1/2"" GRC/PVC ","$4,997.88",C,49.9788, ,"$2,998.73",C,100,0.15,78 4011 21008
"    1"" X3 1/2"" GRC/PVC ","$5,288.18",C,52.8818, ,"$3,172.91",C,100,0.15,78 4011 21019
"1 1/4"" X3 1/2"" GRC/PVC ","$6,043.63",C,60.4363, ,"$3,626.18",C,100,0.15,78 4011 21030
"1 1/2"" X3 1/2"" GRC/PVC ","$6,286.39",C,62.8639, ,"$3,771.83",C,100,0.15,78 4011 21041
"    2"" X3 1/2"" GRC/PVC ","$6,919.62",C,69.1962, ,"$4,151.77",C,100,0.15,78 4011 21051
"2 1/2"" X3 1/2"" GRC/PVC ","$10,983.79",C,109.8379, ,"$6,590.27",C,100,0.15,78 4011 21059
"    3"" X3 1/2"" GRC/PVC ","$13,440.28",C,134.4028, ,"$8,064.17",C,100,0.15,78 4011 21066
"  1/2"" X 4"" GRC/PVC NIP","$4,928.27",C,49.2827, ,"$2,956.96",C,100,0.15,78 4011 20998
"  3/4"" X 4"" GRC/PVC NIP","$5,064.09",C,50.6409, ,"$3,038.45",C,100,0.15,78 4011 21009
"    1"" X 4"" GRC/PVC NIP","$5,357.78",C,53.5778, ,"$3,214.67",C,100,0.15,78 4011 21020
"1 1/4"" X 4"" GRC/PVC NIP","$6,349.21",C,63.4921, ,"$3,809.53",C,100,0.15,78 4011 21031
"1 1/2"" X 4"" GRC/PVC NIP","$6,622.53",C,66.2253, ,"$3,973.52",C,100,0.15,78 4011 21042
"    2"" X 4"" GRC/PVC NIP","$7,512.10",C,75.121, ,"$4,507.26",C,100,0.15,78 4011 21052
"2 1/2"" X 4"" GRC/PVC NIP","$11,504.96",C,115.0496, ,"$6,902.98",C,100,0.15,78 4011 21060
"    3"" X 4"" GRC/PVC NIP","$14,559.03",C,145.5903, ,"$8,735.42",C,100,0.15,78 4011 21068
"3 1/2"" X 4"" GRC/PVC NIP","$18,164.84",C,181.6484, ,"$10,898.90",C,100,0.15,78 4011 21075
"    4"" X 4"" GRC/PVC NIP","$19,431.29",C,194.3129, ,"$11,658.77",C,100,0.15,78 4011 21082
"  1/2"" X 5"" GRC/PVC NIP","$4,997.88",C,49.9788, ,"$2,998.73",C,100,0.15,78 4011 20999
"  3/4"" X 5"" GRC/PVC NIP","$5,140.48",C,51.4048, ,"$3,084.29",C,100,0.15,78 4011 21010
"    1"" X 5"" GRC/PVC NIP","$5,439.27",C,54.3927, ,"$3,263.56",C,100,0.15,78 4011 21021
"1 1/4"" X 5"" GRC/PVC NIP","$6,493.51",C,64.9351, ,"$3,896.11",C,100,0.15,78 4011 21032
"1 1/2"" X 5"" GRC/PVC NIP","$6,768.53",C,67.6853, ,"$4,061.12",C,100,0.15,78 4011 21043
"    2"" X 5"" GRC/PVC NIP","$7,831.25",C,78.3125, ,"$4,698.75",C,100,0.15,78 4011 21053
"2 1/2"" X 5"" GRC/PVC NIP","$13,582.89",C,135.8289, ,"$8,149.73",C,100,0.15,78 4011 21061
"    3"" X 5"" GRC/PVC NIP","$16,241.40",C,162.414, ,"$9,744.84",C,100,0.15,78 4011 21069
"3 1/2"" X 5"" GRC/PVC NIP","$18,519.58",C,185.1958, ,"$11,111.75",C,100,0.15,78 4011 21076
"    4"" X 5"" GRC/PVC NIP","$20,387.06",C,203.8706, ,"$12,232.24",C,100,0.15,78 4011 21083
"    5"" X 5"" GRC/PVC NIP","$6,334.73",C,63.3473, ,"$3,800.84",C,100,0.15,78 4011 21089
"    6"" X 5"" GRC/PVC NIP","$8,150.85",C,81.5085, ,"$4,890.51",C,100,0.15,78 4011 21095
"  1/2"" X 6"" GRC/PVC NIP","$5,126.90",C,51.269, ,"$3,076.14",C,100,0.15,78 4011 21000
"  3/4"" X 6"" GRC/PVC NIP","$5,269.50",C,52.695, ,"$3,161.70",C,100,0.15,78 4011 21011
"    1"" X 6"" GRC/PVC NIP","$5,580.17",C,55.8017, ,"$3,348.10",C,100,0.15,78 4011 21022
"1 1/4"" X 6"" GRC/PVC NIP","$6,758.34",C,67.5834, ,"$4,055.00",C,100,0.15,78 4011 21033
"1 1/2"" X 6"" GRC/PVC NIP","$7,091.08",C,70.9108, ,"$4,254.65",C,100,0.15,78 4011 21044
"    2"" X 6"" GRC/PVC NIP","$8,155.50",C,81.555, ,"$4,893.30",C,100,0.15,78 4011 21054
"2 1/2"" X 6"" GRC/PVC NIP","$15,691.37",C,156.9137, ,"$9,414.82",C,100,0.15,78 4011 21062
"    3"" X 6"" GRC/PVC NIP","$18,477.21",C,184.7721, ,"$11,086.33",C,100,0.15,78 4011 21070
"3 1/2"" X 6"" GRC/PVC NIP","$20,536.46",C,205.3646, ,"$12,321.88",C,100,0.15,78 4011 21077
"    4"" X 6"" GRC/PVC NIP","$23,784.06",C,237.8406, ,"$14,270.44",C,100,0.15,78 4011 21084
"    5"" X 6"" GRC/PVC NIP","$7,348.92",C,73.4892, ,"$4,409.35",C,100,0.15,78 4011 21090
"    6"" X 6"" GRC/PVC NIP","$9,103.26",C,91.0326, ,"$5,461.96",C,100,0.15,78 4011 21096
"  1/2"" X 8"" GRC/PVC NIP","$5,334.01",C,53.3401, ,"$3,200.41",C,100,0.15,78 4011 21001
"  3/4"" X 8"" GRC/PVC NIP","$5,473.22",C,54.7322, ,"$3,283.93",C,100,0.15,78 4011 21012
"    1"" X 8"" GRC/PVC NIP","$5,895.93",C,58.9593, ,"$3,537.56",C,100,0.15,78 4011 21023
"1 1/4"" X 8"" GRC/PVC NIP","$6,827.94",C,68.2794, ,"$4,096.76",C,100,0.15,78 4011 21034
"1 1/2"" X 8"" GRC/PVC NIP","$7,727.70",C,77.277, ,"$4,636.62",C,100,0.15,78 4011 21045
"    2"" X 8"" GRC/PVC NIP","$9,722.43",C,97.2243, ,"$5,833.46",C,100,0.15,78 4011 21055
"2 1/2"" X 8"" GRC/PVC NIP","$18,283.68",C,182.8368, ,"$10,970.21",C,100,0.15,78 4011 21063
"    3"" X 8"" GRC/PVC NIP","$21,539.77",C,215.3977, ,"$12,923.86",C,100,0.15,78 4011 21071
"3 1/2"" X 8"" GRC/PVC NIP","$25,569.98",C,255.6998, ,"$15,341.99",C,100,0.15,78 4011 21078
"    4"" X 8"" GRC/PVC NIP","$28,878.70",C,288.787, ,"$17,327.22",C,100,0.15,78 4011 21085
"    5"" X 8"" GRC/PVC NIP","$8,042.63",C,80.4263, ,"$4,825.58",C,100,0.15,78 4011 21091
"    6"" X 8"" GRC/PVC NIP",$101.04,C,1.0104, ,$60.62,C,100,0.15,78 4011 21097
"  1/2"" X10"" GRC/PVC NIP","$5,546.22",C,55.4622, ,"$3,327.73",C,100,0.15,78 4011 21002
"  3/4"" X10"" GRC/PVC NIP","$5,682.03",C,56.8203, ,"$3,409.22",C,100,0.15,78 4011 21013
"    1"" X10"" GRC/PVC NIP","$6,208.30",C,62.083, ,"$3,724.98",C,100,0.15,78 4011 21024
"1 1/4"" X10"" GRC/PVC NIP","$7,776.93",C,77.7693, ,"$4,666.16",C,100,0.15,78 4011 21035
"1 1/2"" X10"" GRC/PVC NIP","$9,257.28",C,92.5728, ,"$5,554.37",C,100,0.15,78 4011 21046
"    2"" X10"" GRC/PVC NIP","$12,032.93",C,120.3293, ,"$7,219.76",C,100,0.15,78 4011 21056
"2 1/2"" X10"" GRC/PVC NIP","$21,025.38",C,210.2538, ,"$12,615.23",C,100,0.15,78 4011 21064
"    3"" X10"" GRC/PVC NIP","$25,451.15",C,254.5115, ,"$15,270.69",C,100,0.15,78 4011 21072
"3 1/2"" X10"" GRC/PVC NIP","$30,861.55",C,308.6155, ,"$18,516.93",C,100,0.15,78 4011 21079
"    4"" X10"" GRC/PVC NIP","$37,798.15",C,377.9815, ,"$22,678.89",C,100,0.15,78 4011 21086
"    5"" X10"" GRC/PVC NIP","$9,429.22",C,94.2922, ,"$5,657.53",C,100,0.15,78 4011 21092
"    6"" X10"" GRC/PVC NIP",$113.89,C,1.1389, ,$68.33,C,100,0.15,78 4011 21098
"  1/2"" X12"" GRC/PVC NIP","$5,770.31",C,57.7031, ,"$3,462.19",C,100,0.15,78 4011 21003
"  3/4"" X12"" GRC/PVC NIP","$5,926.49",C,59.2649, ,"$3,555.89",C,100,0.15,78 4011 21014
"    1"" X12"" GRC/PVC NIP","$6,997.71",C,69.9771, ,"$4,198.63",C,100,0.15,78 4011 21025
"1 1/4"" X12"" GRC/PVC NIP","$9,330.28",C,93.3028, ,"$5,598.17",C,100,0.15,78 4011 21036
"1 1/2"" X12"" GRC/PVC NIP","$11,109.41",C,111.0941, ,"$6,665.65",C,100,0.15,78 4011 21047
"    2"" X12"" GRC/PVC NIP","$13,888.46",C,138.8846, ,"$8,333.08",C,100,0.15,78 4011 21057
"2 1/2"" X12"" GRC/PVC NIP","$24,678.72",C,246.7872, ,"$14,807.23",C,100,0.15,78 4011 21065
"    3"" X12"" GRC/PVC NIP","$31,323.32",C,313.2332, ,"$18,793.99",C,100,0.15,78 4011 21073
"3 1/2"" X12"" GRC/PVC NIP","$34,105.76",C,341.0576, ,"$20,463.46",C,100,0.15,78 4011 21080
"    4"" X12"" GRC/PVC NIP","$40,534.76",C,405.3476, ,"$24,320.86",C,100,0.15,78 4011 21087
"    5  X12"" GRC/PVC NIP","$9,627.65",C,96.2765, ,"$5,776.59",C,100,0.15,78 4011 21093
"    6  X12"" GRC/PVC NIP",$131.03,C,1.3103, ,$78.62,C,100,0.15,78 4011 21099
grc/pvc hub,$0.00, ,, ,$0.00, ,0,,
grc/pvc ko hubs,$0.00, ,, ,$0.00, ,0,,
grc/pvc st hubs,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC HUB,$85.88,E,$85.88, ,$51.53,E,0,0.17,98 0040 07491
  3/4 GRC/PVC HUB,$97.58,E,$97.58, ,$58.55,E,0,0.19,98 0040 07492
    1 GRC/PVC HUB,$121.94,E,$121.94, ,$73.16,E,0,0.21,98 0040 07493
1 1/4 GRC/PVC HUB,$140.21,E,$140.21, ,$84.13,E,0,0.23,98 0040 07494
1 1/2 GRC/PVC HUB,$160.31,E,$160.31, ,$96.19,E,0,0.25,98 0040 07495
    2 GRC/PVC HUB,$230.69,E,$230.69, ,$138.41,E,0,0.27,98 0040 07496
2 1/2 GRC/PVC HUB,$360.97,E,$360.97, ,$216.58,E,0,0.29,98 0040 07497
    3 GRC/PVC HUB,$495.65,E,$495.65, ,$297.39,E,0,0.31,98 0040 07498
3 1/2 GRC/PVC HUB,$643.00,E,$643.00, ,$385.80,E,0,0.33,98 0040 07499
    4 GRC/PVC HUB,$786.22,E,$786.22, ,$471.73,E,0,0.35,98 0040 07500
grc/pvc grd knockout hu,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC GRD KNOCK,$120.33,E,$120.33, ,$72.20,E,0,0.37,78 4011 20748
  3/4 GRC/PVC GRD KNOCK,$125.39,E,$125.39, ,$75.23,E,0,0.37,78 4011 20749
    1 GRC/PVC GRD KNOCK,$134.05,E,$134.05, ,$80.43,E,0,0.37,78 4011 20750
1 1/4 GRC/PVC GRD KNOCK,$147.78,E,$147.78, ,$88.67,E,0,0.37,78 4011 20751
1 1/2 GRC/PVC GRD KNOCK,$210.24,E,$210.24, ,$126.14,E,0,0.62,78 4011 20752
    2 GRC/PVC GRD KNOCK,$263.51,E,$263.51, ,$158.11,E,0,0.62,78 4011 20753
2 1/2 GRC/PVC GRD KNOCK,$390.05,E,$390.05, ,$234.03,E,0,1.25,78 4011 20754
    3 GRC/PVC GRD KNOCK,$505.92,E,$505.92, ,$303.55,E,0,1.25,78 4011 20755
3 1/2 GRC/PVC GRD KNOCK,$663.97,E,$663.97, ,$398.38,E,0,1.25,78 4011 20756
    4 GRC/PVC GRD KNOCK,$829.06,E,$829.06, ,$497.44,E,0,1.25,78 4011 20757
    5 GRC/PVC GRD KNOCK,"$1,077.50",E,"$1,077.50", ,$646.50,E,0,1.25,78 4011 20758
    6 GRC/PVC GRD KNOCK,"$1,453.90",E,"$1,453.90", ,$872.34,E,0,1.25,78 4011 20759
grc/pvc through knockou,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,0.37,
  3/4 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,0.37,
    1 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,0.37,
1 1/4 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,0.37,
1 1/2 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,0.62,
    2 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,0.62,
2 1/2 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,1.25,
    3 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,1.25,
3 1/2 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,1.25,
    4 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,1.25,
    5 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,1.25,
    6 GRC/PVC THROUGH K,$0.00,Q,, ,$0.00,Q,0,1.25,
grc/pvc through knockou,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC THRU K/O ,$0.00,Q,, ,$0.00,Q,0,0.37,
  3/4 GRC/PVC THRU K/O ,$0.00,Q,, ,$0.00,Q,0,0.37,
    1 GRC/PVC THRU K/O ,$0.00,Q,, ,$0.00,Q,0,0.37,
1 1/4 GRC/PVC THRU K/O ,$0.00,Q,, ,$0.00,Q,0,0.37,
1 1/2 GRC/PVC THRU K/O ,$0.00,Q,, ,$0.00,Q,0,0.62,
    2 GRC/PVC THRU K/O ,$0.00,Q,, ,$0.00,Q,0,0.62,
grc/pvc split coup,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC SPLIT COU,$75.60,E,$75.60, ,$45.36,E,0,0.20,78 4011 20981
  3/4 GRC/PVC SPLIT COU,$79.99,E,$79.99, ,$47.99,E,0,0.25,78 4011 20982
    1 GRC/PVC SPLIT COU,$118.19,E,$118.19, ,$70.91,E,0,0.30,78 4011 20983
1 1/4 GRC/PVC SPLIT COU,$158.44,E,$158.44, ,$95.06,E,0,0.35,78 4011 20984
1 1/2 GRC/PVC SPLIT COU,$193.48,E,$193.48, ,$116.09,E,0,0.40,78 4011 20985
    2 GRC/PVC SPLIT COU,$409.00,E,$409.00, ,$245.40,E,0,0.45,78 4011 20986
2 1/2 GRC/PVC SPLIT COU,$643.73,E,$643.73, ,$386.24,E,0,0.50,78 4011 20987
    3 GRC/PVC SPLIT COU,$875.22,E,$875.22, ,$525.13,E,0,0.60,78 4011 20988
3 1/2 GRC/PVC SPLIT COU,"$1,258.31",E,"$1,258.31", ,$754.99,E,0,0.65,78 4011 20989
    4 GRC/PVC SPLIT COU,"$1,468.86",E,"$1,468.86", ,$881.32,E,0,0.70,78 4011 20990
    5 GRC/PVC SPLIT COU,"$3,028.25",E,"$3,028.25", ,"$1,816.95",E,0,0.75,78 4011 20991
    6 GRC/PVC SPLIT COU,"$4,051.37",E,"$4,051.37", ,"$2,430.82",E,0,0.80,78 4011 20992
grc/pvc reduce coupling,$0.00, ,, ,$0.00, ,0,,
  3/4 -1/2 GRC/PVC REDU,$95.42,E,$95.42, ,$57.25,E,0,0.37,78 4011 20901
    1 -1/2 GRC/PVC REDU,$101.23,E,$101.23, ,$60.74,E,0,0.37,78 4011 20902
    1 -3/4 GRC/PVC REDU,$119.29,E,$119.29, ,$71.57,E,0,0.37,78 4011 20903
1 1/4 -3/4 GRC/PVC REDU,$151.21,E,$151.21, ,$90.73,E,0,0.37,78 4011 20904
1 1/4 -1 GRC/PVC REDUCI,$161.45,E,$161.45, ,$96.87,E,0,0.37,78 4011 20905
1 1/2 -3/4 GRC/PVC REDU,$128.60,E,$128.60, ,$77.16,E,0,0.62,78 4011 20906
1 1/2 -1 GRC/PVC REDUCI,$151.45,E,$151.45, ,$90.87,E,0,0.62,78 4011 20907
1 1/2 -1 1/4 GRC/PVC RE,$255.00,E,$255.00, ,$153.00,E,0,0.62,78 4011 20908
    2 -3/4 GRC/PVC REDU,$281.67,E,$281.67, ,$169.00,E,0,0.62,78 4011 20909
    2 -1 GRC/PVC REDUCI,$272.74,E,$272.74, ,$163.64,E,0,0.62,78 4011 20910
    2 -1 1/4 GRC/PVC RE,$289.57,E,$289.57, ,$173.74,E,0,0.62,78 4011 20911
    2 -1 1/2 GRC/PVC RE,$331.09,E,$331.09, ,$198.65,E,0,0.62,78 4011 20912
2 1/2 -1 1/2 GRC/PVC RE,$64.58,E,$64.58, ,$38.75,E,0,1.25,78 4011 20913
    3 - 2 GRC/PVC REDUC,$81.20,E,$81.20, ,$48.72,E,0,1.25,78 4011 20914
    5 - 4 GRC/PVC REDUC,$203.85,E,$203.85, ,$122.31,E,0,1.25,78 4011 20917
grc/pvc exp proof femal,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC EP FEMALE,$139.63,E,$139.63, ,$83.78,E,0,0.20,70 4508 41286
  3/4 GRC/PVC EP FEMALE,$142.05,E,$142.05, ,$85.23,E,0,0.25,70 4508 41291
    1 GRC/PVC EP FEMALE,$190.51,E,$190.51, ,$114.31,E,0,0.30,70 4508 41302
1 1/4 GRC/PVC EP FEMALE,$306.69,E,$306.69, ,$184.01,E,0,0.35,70 4508 41311
1 1/2 GRC/PVC EP FEMALE,$370.15,E,$370.15, ,$222.09,E,0,0.40,70 4508 41318
    2 GRC/PVC EP FEMALE,$493.19,E,$493.19, ,$295.91,E,0,0.45,70 4508 41326
2 1/2 GRC/PVC EP FEMALE,$745.95,E,$745.95, ,$447.57,E,0,0.50,70 4508 41333
    3 GRC/PVC EP FEMALE,"$1,028.39",E,"$1,028.39", ,$617.03,E,0,0.60,70 4508 41340
3 1/2 GRC/PVC EP FEMALE,"$1,275.80",E,"$1,275.80", ,$765.48,E,0,0.65,70 4508 41346
    4 GRC/PVC EP FEMALE,"$1,637.85",E,"$1,637.85", ,$982.71,E,0,0.70,70 4508 41281
    5 GRC/PVC EP FEMALE,"$3,122.76",E,"$3,122.76", ,"$1,873.66",E,0,0.75,70 4508 41274
    6 GRC/PVC EP FEMALE,"$3,915.15",E,"$3,915.15", ,"$2,349.09",E,0,0.80,70 4508 41279
grc/pvc exp proof male ,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC EP MALE U,$144.36,E,$144.36, ,$86.62,E,0,0.20,70 4508 41378
  3/4 GRC/PVC EP MALE U,$160.11,E,$160.11, ,$96.07,E,0,0.25,70 4508 41385
    1 GRC/PVC EP MALE U,$200.00,E,$200.00, ,$120.00,E,0,0.30,70 4508 41395
1 1/4 GRC/PVC EP MALE U,$324.22,E,$324.22, ,$194.53,E,0,0.35,70 4508 41405
1 1/2 GRC/PVC EP MALE U,$394.15,E,$394.15, ,$236.49,E,0,0.40,70 4508 41413
    2 GRC/PVC EP MALE U,$493.19,E,$493.19, ,$295.91,E,0,0.45,70 4508 41422
2 1/2 GRC/PVC EP MALE U,$872.04,E,$872.04, ,$523.22,E,0,0.50,70 4508 41429
    3 GRC/PVC EP MALE U,"$1,156.38",E,"$1,156.38", ,$693.83,E,0,0.60,70 4508 41436
3 1/2 GRC/PVC EP MALE U,"$1,507.38",E,"$1,507.38", ,$904.43,E,0,0.65,70 4508 41442
    4 GRC/PVC EP MALE U,"$1,868.90",E,"$1,868.90", ,"$1,121.34",E,0,0.70,70 4508 41373
    5 GRC/PVC EP MALE U,"$3,554.95",E,"$3,554.95", ,"$2,132.97",E,0,0.75,70 4508 41367
grc/pvc expansion coupl,$0.00, ,, ,$0.00, ,0,,
grc/pvc expan ftg,$0.00, ,, ,$0.00, ,0,,
exp coupling grc/pvc,$0.00, ,, ,$0.00, ,0,,
  1/2 GRC/PVC EXP COUP,$94.17,E,$94.17, ,$56.50,E,0,0.20,78 3126 02300
  3/4 GRC/PVC EXP COUP,$108.47,E,$108.47, ,$65.08,E,0,0.25,78 3126 02303
