Item Name,Price Per foot or Unit,Bid Labor Per Foot or Unit
" 30""W-12""W REDUCER HORZ",,3.00
"30""W-09""W REDUCER HORZ ",,3.00
"30""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 2,,
"24""W-18""W REDUCER HORZ ",,3.00
"24""W-12""W REDUCER HORZ ",,3.00
"24""W-09""W REDUCER HORZ ",,3.00
"24""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"18""W-12""W REDUCER HORZ ",,3.00
"18""W-09""W REDUCER HORZ ",,3.00
"18""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"12""W-09""W REDUCER HORZ ",,1.00
"12""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 9,,
"09""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 4,,
"42""W-36""W REDUCER HORZ ",,3.00
"42""W-30""W REDUCER HORZ ",,3.00
"42""W-24""W REDUCER HORZ ",,3.00
"42""W-18""W REDUCER HORZ ",,3.00
"42""W-12""W REDUCER HORZ ",,3.00
"42""W-09""W REDUCER HORZ ",,3.00
"42""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 3,,
"36""W-30""W REDUCER HORZ ",,3.00
"36""W-24""W REDUCER HORZ ",,3.00
"36""W-18""W REDUCER HORZ ",,3.00
"36""W-12""W REDUCER HORZ ",,3.00
"36""W-09""W REDUCER HORZ ",,3.00
"36""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 3,,
"30""W-24""W REDUCER HORZ ",,3.00
"30""W-18""W REDUCER HORZ ",,3.00
"30""W-12""W REDUCER HORZ ",,3.00
"30""W-09""W REDUCER HORZ ",,3.00
"30""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 2,,
"24""W-18""W REDUCER HORZ ",,3.00
"24""W-12""W REDUCER HORZ ",,3.00
"24""W-09""W REDUCER HORZ ",,3.00
"24""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"18""W-12""W REDUCER HORZ ",,3.00
"18""W-09""W REDUCER HORZ ",,3.00
"18""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"12""W-09""W REDUCER HORZ ",,1.00
"12""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 9,,
"09""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 4,,
"42""W-36""W REDUCER HORZ ",,3.00
"42""W-30""W REDUCER HORZ ",,3.00
"42""W-24""W REDUCER HORZ ",,3.00
"42""W-18""W REDUCER HORZ ",,3.00
"42""W-12""W REDUCER HORZ ",,3.00
"42""W-09""W REDUCER HORZ ",,3.00
"42""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 3,,
"36""W-30""W REDUCER HORZ ",,3.00
"36""W-24""W REDUCER HORZ ",,3.00
"36""W-18""W REDUCER HORZ ",,3.00
"36""W-12""W REDUCER HORZ ",,3.00
"36""W-09""W REDUCER HORZ ",,3.00
"36""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 3,,
"30""W-24""W REDUCER HORZ ",,3.00
"30""W-18""W REDUCER HORZ ",,3.00
"30""W-12""W REDUCER HORZ ",,3.00
"30""W-09""W REDUCER HORZ ",,3.00
"30""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 2,,
"24""W-18""W REDUCER HORZ ",,3.00
"24""W-12""W REDUCER HORZ ",,3.00
"24""W-09""W REDUCER HORZ ",,3.00
"24""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"18""W-12""W REDUCER HORZ ",,3.00
"18""W-09""W REDUCER HORZ ",,3.00
"18""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"12""W-09""W REDUCER HORZ ",,1.00
"12""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 9,,
"09""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 4,,
"42""W-36""W REDUCER HORZ ",,3.00
"42""W-30""W REDUCER HORZ ",,3.00
"42""W-24""W REDUCER HORZ ",,3.00
"42""W-18""W REDUCER HORZ ",,3.00
"42""W-12""W REDUCER HORZ ",,3.00
"42""W-09""W REDUCER HORZ ",,3.00
"42""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 3,,
"36""W-30""W REDUCER HORZ ",,3.00
"36""W-24""W REDUCER HORZ ",,3.00
"36""W-18""W REDUCER HORZ ",,3.00
"36""W-12""W REDUCER HORZ ",,3.00
"36""W-09""W REDUCER HORZ ",,3.00
"36""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 3,,
"30""W-24""W REDUCER HORZ ",,3.00
"30""W-18""W REDUCER HORZ ",,3.00
"30""W-12""W REDUCER HORZ ",,3.00
"30""W-09""W REDUCER HORZ ",,3.00
"30""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 2,,
"24""W-18""W REDUCER HORZ ",,3.00
"24""W-12""W REDUCER HORZ ",,3.00
"24""W-09""W REDUCER HORZ ",,3.00
"24""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"18""W-12""W REDUCER HORZ ",,3.00
"18""W-09""W REDUCER HORZ ",,3.00
"18""W-06""W REDUCER HORZ ",,3.00
tray reducer horz tee 1,,
"12""W-09""W REDUCER HORZ ",,1.00
"12""W-06""W REDUCER HORZ ",,1.00
tray reducer horz tee 9,,
"09""W-06""W REDUCER HORZ ",,1.00
"tray expand horz tee 6""",,
"06""W-09""W EXPAND HORZ T",,1.50
"06""W-12""W EXPAND HORZ T",,1.50
"06""W-18""W EXPAND HORZ T",,3.00
"06""W-24""W EXPAND HORZ T",,3.00
"06""W-30""W EXPAND HORZ T",,3.00
"06""W-36""W EXPAND HORZ T",,3.00
"06""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee 9""",,
"09""W-12""W EXPAND HORZ T",,3.00
"09""W-18""W EXPAND HORZ T",,3.00
"09""W-24""W EXPAND HORZ T",,3.00
"09""W-30""W EXPAND HORZ T",,3.00
"09""W-36""W EXPAND HORZ T",,3.00
"09""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 12,,
"12""W-18""W EXPAND HORZ T",,3.00
"12""W-24""W EXPAND HORZ T",,3.00
"12""W-30""W EXPAND HORZ T",,3.00
"12""W-36""W EXPAND HORZ T",,3.00
"12""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 18,,
"18""W-24""W EXPAND HORZ T",,3.00
"18""W-30""W EXPAND HORZ T",,3.00
"18""W-36""W EXPAND HORZ T",,3.00
"18""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 24,,
"24""W-30""W EXPAND HORZ T",,3.00
"24""W-36""W EXPAND HORZ T",,3.00
"24""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee30""",,
"30""W-36""W EXPAND HORZ T",,3.00
"30""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee36""",,
"36""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee 6""",,
"06""W-09""W EXPAND HORZ T",,3.00
"06""W-12""W EXPAND HORZ T",,3.00
"06""W-18""W EXPAND HORZ T",,3.00
"06""W-24""W EXPAND HORZ T",,3.00
"06""W-30""W EXPAND HORZ T",,3.00
"06""W-36""W EXPAND HORZ T",,3.00
"06""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee 9""",,
"09""W-12""W EXPAND HORZ T",,3.00
"09""W-18""W EXPAND HORZ T",,3.00
"09""W-24""W EXPAND HORZ T",,3.00
"09""W-30""W EXPAND HORZ T",,3.00
"09""W-36""W EXPAND HORZ T",,3.00
"09""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 12,,
"12""W-18""W EXPAND HORZ T",,3.00
"12""W-24""W EXPAND HORZ T",,3.00
"12""W-30""W EXPAND HORZ T",,3.00
"12""W-36""W EXPAND HORZ T",,3.00
"12""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 18,,
"18""W-24""W EXPAND HORZ T",,3.00
"18""W-30""W EXPAND HORZ T",,3.00
"18""W-36""W EXPAND HORZ T",,3.00
"18""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 24,,
"24""W-30""W EXPAND HORZ T",,3.00
"24""W-36""W EXPAND HORZ T",,3.00
"24""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 30,,
"30""W-36""W EXPAND HORZ T",,3.00
"30""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 36,,
"36""W-42""W EXPAND HORZ T",,3.00
 tray expand horz tee 6,,
"06""W-09""W EXPAND HORZ T",,3.00
"06""W-12""W EXPAND HORZ T",,3.00
"06""W-18""W EXPAND HORZ T",,3.00
"06""W-24""W EXPAND HORZ T",,3.00
"06""W-30""W EXPAND HORZ T",,3.00
"06""W-36""W EXPAND HORZ T",,3.00
"06""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee 9""",,
"09""W-12""W EXPAND HORZ T",,3.00
"09""W-18""W EXPAND HORZ T",,3.00
"09""W-24""W EXPAND HORZ T",,3.00
"09""W-30""W EXPAND HORZ T",,3.00
"09""W-36""W EXPAND HORZ T",,3.00
"09""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 12,,
"12""W-18""W EXPAND HORZ T",,3.00
"12""W-24""W EXPAND HORZ T",,3.00
"12""W-30""W EXPAND HORZ T",,3.00
"12""W-36""W EXPAND HORZ T",,3.00
"12""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 18,,
"18""W-24""W EXPAND HORZ T",,3.00
"18""W-30""W EXPAND HORZ T",,3.00
"18""W-36""W EXPAND HORZ T",,3.00
"18""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 24,,
"24""W-30""W EXPAND HORZ T",,3.00
"24""W-36""W EXPAND HORZ T",,3.00
"24""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 30,,
"30""W-36""W EXPAND HORZ T",,3.00
"30""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 36,,
"36""W-42""W EXPAND HORZ T",,3.00
 tray expand horz tee 6,,
"06""W-09""W EXPAND HORZ T",,3.00
"06""W-12""W EXPAND HORZ T",,3.00
"06""W-18""W EXPAND HORZ T",,3.00
"06""W-24""W EXPAND HORZ T",,3.00
"06""W-30""W EXPAND HORZ T",,3.00
"06""W-36""W EXPAND HORZ T",,3.00
"06""W-42""W EXPAND HORZ T",,3.00
"tray expand horz tee 9""",,
"09""W-12""W EXPAND HORZ T",,3.00
"09""W-18""W EXPAND HORZ T",,3.00
"09""W-24""W EXPAND HORZ T",,3.00
"09""W-30""W EXPAND HORZ T",,3.00
"09""W-36""W EXPAND HORZ T",,3.00
"09""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 12,,
"12""W-18""W EXPAND HORZ T",,3.00
"12""W-24""W EXPAND HORZ T",,3.00
"12""W-30""W EXPAND HORZ T",,3.00
"12""W-36""W EXPAND HORZ T",,3.00
"12""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 18,,
"18""W-24""W EXPAND HORZ T",,3.00
"18""W-30""W EXPAND HORZ T",,3.00
"18""W-36""W EXPAND HORZ T",,3.00
"18""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 24,,
"24""W-30""W EXPAND HORZ T",,3.00
"24""W-36""W EXPAND HORZ T",,3.00
"24""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 30,,
"30""W-36""W EXPAND HORZ T",,3.00
"30""W-42""W EXPAND HORZ T",,3.00
tray expand horz tee 36,,
"36""W-42""W EXPAND HORZ T",,3.00
tray horz expand red cr,,
"42""W-36""W HORZ EXP RED ",,4.00
"42""W-30""W HORZ EXP RED ",,4.00
"42""W-24""W HORZ EXP RED ",,4.00
"42""W-18""W HORZ EXP RED ",,4.00
"42""W-12""W HORZ EXP RED ",,4.00
"42""W-09""W HORZ EXP RED ",,4.00
"42""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"36""W-30""W HORZ EXP RED ",,4.00
"36""W-24""W HORZ EXP RED ",,4.00
"36""W-18""W HORZ EXP RED ",,4.00
"36""W-12""W HORZ EXP RED ",,4.00
"36""W-09""W HORZ EXP RED ",,4.00
"36""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"30""W-24""W HORZ EXP RED ",,4.00
"30""W-18""W HORZ EXP RED ",,4.00
"30""W-12""W HORZ EXP RED ",,4.00
"30""W-09""W HORZ EXP RED ",,4.00
"30""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"24""W-18""W HORZ EXP RED ",,4.00
"24""W-12""W HORZ EXP RED ",,4.00
"24""W-09""W HORZ EXP RED ",,4.00
"24""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"18""W-12""W HORZ EXP RED ",,4.00
"18""W-09""W HORZ EXP RED ",,4.00
"18""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"12""W-09""W HORZ EXP RED ",,4.00
"12""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"09""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"42""W-36""W HORZ EXP RED ",,4.00
"42""W-30""W HORZ EXP RED ",,4.00
"42""W-24""W HORZ EXP RED ",,4.00
"42""W-18""W HORZ EXP RED ",,4.00
"42""W-12""W HORZ EXP RED ",,4.00
"42""W-09""W HORZ EXP RED ",,4.00
"42""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"36""W-30""W HORZ EXP RED ",,4.00
"36""W-24""W HORZ EXP RED ",,4.00
"36""W-18""W HORZ EXP RED ",,4.00
"36""W-12""W HORZ EXP RED ",,4.00
"36""W-09""W HORZ EXP RED ",,4.00
"36""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"30""W-24""W HORZ EXP RED ",,4.00
"30""W-18""W HORZ EXP RED ",,4.00
"30""W-12""W HORZ EXP RED ",,4.00
"30""W-09""W HORZ EXP RED ",,4.00
"30""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"24""W-18""W HORZ EXP RED ",,4.00
"24""W-12""W HORZ EXP RED ",,4.00
"24""W-09""W HORZ EXP RED ",,4.00
"24""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"18""W-12""W HORZ EXP RED ",,4.00
"18""W-09""W HORZ EXP RED ",,4.00
"18""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"12""W-09""W HORZ EXP RED ",,1.50
"12""W-06""W HORZ EXP RED ",,1.50
tray horz expand red cr,,
"09""W-06""W HORZ EXP RED ",,1.50
tray horz expand red cr,,
"42""W-36""W HORZ EXP RED ",,4.00
"42""W-30""W HORZ EXP RED ",,4.00
"42""W-24""W HORZ EXP RED ",,4.00
"42""W-18""W HORZ EXP RED ",,4.00
"42""W-12""W HORZ EXP RED ",,4.00
"42""W-09""W HORZ EXP RED ",,4.00
"42""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"36""W-30""W HORZ EXP RED ",,4.00
"36""W-24""W HORZ EXP RED ",,4.00
"36""W-18""W HORZ EXP RED ",,4.00
"36""W-12""W HORZ EXP RED ",,4.00
"36""W-09""W HORZ EXP RED ",,4.00
"36""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"30""W-24""W HORZ EXP RED ",,4.00
"30""W-18""W HORZ EXP RED ",,4.00
"30""W-12""W HORZ EXP RED ",,4.00
"30""W-09""W HORZ EXP RED ",,4.00
"30""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"24""W-18""W HORZ EXP RED ",,4.00
"24""W-12""W HORZ EXP RED ",,4.00
"24""W-09""W HORZ EXP RED ",,4.00
"24""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"18""W-12""W HORZ EXP RED ",,4.00
"18""W-09""W HORZ EXP RED ",,4.00
"18""W-06""W HORZ EXP RED ",,4.00
horz expand red cross 1,,
"12""W-09""W HORZ EXP RED ",,1.50
"12""W-06""W HORZ EXP RED ",,1.50
tray horz expand red cr,,
"09""W-06""W HORZ EXP RED ",,1.50
tray horz expand red cr,,
"42""W-36""W HORZ EXP RED ",,4.00
"42""W-30""W HORZ EXP RED ",,4.00
"42""W-24""W HORZ EXP RED ",,4.00
"42""W-18""W HORZ EXP RED ",,4.00
"42""W-12""W HORZ EXP RED ",,4.00
"42""W-09""W HORZ EXP RED ",,4.00
"42""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"36""W-30""W HORZ EXP RED ",,4.00
"36""W-24""W HORZ EXP RED ",,4.00
"36""W-18""W HORZ EXP RED ",,4.00
"36""W-12""W HORZ EXP RED ",,4.00
"36""W-09""W HORZ EXP RED ",,4.00
"36""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"30""W-24""W HORZ EXP RED ",,4.00
"30""W-18""W HORZ EXP RED ",,4.00
"30""W-12""W HORZ EXP RED ",,4.00
"30""W-09""W HORZ EXP RED ",,4.00
"30""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"24""W-18""W HORZ EXP RED ",,4.00
"24""W-12""W HORZ EXP RED ",,4.00
"24""W-09""W HORZ EXP RED ",,4.00
"24""W-06""W HORZ EXP RED ",,4.00
tray horz expand red cr,,
"18""W-12""W HORZ EXP RED ",,4.00
"18""W-09""W HORZ EXP RED ",,4.00
"18""W-06""W HORZ EXP RED ",,4.00
aluminum cable tray,,
"9"" rung spacing 20' str",,
" 6""W 9"" RUNG SPACING 20",,0.0795
" 9""W 9"" RUNG SPACING 20",,0.084
"12""W 9"" RUNG SPACING 20",,0.0885
"14""W 9"" RUNG SPACING 20",,0.09
"16""W 9"" RUNG SPACING 20",,0.0915
"18""W 9"" RUNG SPACING 20",,0.0935
"24""W 9"" RUNG SPACING 20",,0.0995
"30""W 9"" RUNG SPACING 20",,0.1125
"36""W 9"" RUNG SPACING 20",,0.125
"42""W 9"" RUNG SPACING 20",,0.135
"tray horz bend 90 12""r ",,
" 6"" HORZ BEND 90 12""R A",,1.00
" 9"" HORZ BEND 90 12""R A",,1.00
"12"" HORZ BEND 90 12""R A",,1.00
"18"" HORZ BEND 90 12""R A",,2.00
"24"" HORZ BEND 90 12""R A",,2.00
"30"" HORZ BEND 90 12""R A",,2.00
"36"" HORZ BEND 90 12""R A",,2.00
"42"" HORZ BEND 90 12""R A",,2.00
"tray horz bend 60 12""r ",,
" 6"" HORZ BEND 60 12""R A",,1.00
" 9"" HORZ BEND 60 12""R A",,1.00
"12"" HORZ BEND 60 12""R A",,1.00
"18"" HORZ BEND 60 12""R A",,2.00
"24"" HORZ BEND 60 12""R A",,2.00
"30"" HORZ BEND 60 12""R A",,2.00
"36"" HORZ BEND 60 12""R A",,2.00
"42"" HORZ BEND 60 12""R A",,2.00
"tray horz bend 45 12""r ",,
" 6"" HORZ BEND 45 12""R A",,1.00
" 9"" HORZ BEND 45 12""R A",,1.00
"12"" HORZ BEND 45 12""R A",,1.00
"18"" HORZ BEND 45 12""R A",,2.00
"24"" HORZ BEND 45 12""R A",,2.00
"30"" HORZ BEND 45 12""R A",,2.00
"36"" HORZ BEND 45 12""R A",,2.00
"42"" HORZ BEND 45 12""R A",,2.00
"tray horz bend 30 12""r ",,
" 6"" HORZ BEND 30 12""R A",,1.00
" 9"" HORZ BEND 30 12""R A",,1.00
"12"" HORZ BEND 30 12""R A",,1.00
"18"" HORZ BEND 30 12""R A",,2.00
"24"" HORZ BEND 30 12""R A",,2.00
"30"" HORZ BEND 30 12""R A",,2.00
"36"" HORZ BEND 30 12""R A",,2.00
"42"" HORZ BEND 30 12""R A",,2.00
"tray horz bend 90 24""r ",,
" 6"" HORZ BEND 90 24""R A",,1.00
" 9"" HORZ BEND 90 24""R A",,1.00
"12"" HORZ BEND 90 24""R A",,1.00
"18"" HORZ BEND 90 24""R A",,2.00
"24"" HORZ BEND 90 24""R A",,2.00
"30"" HORZ BEND 90 24""R A",,2.00
"36"" HORZ BEND 90 24""R A",,2.00
"42"" HORZ BEND 90 24""R A",,2.00
"tray horz bend 60 24""r ",,
" 6"" HORZ BEND 60 24""R A",,1.00
" 9"" HORZ BEND 60 24""R A",,1.00
"12"" HORZ BEND 60 24""R A",,1.00
"18"" HORZ BEND 60 24""R A",,2.00
"24"" HORZ BEND 60 24""R A",,2.00
"30"" HORZ BEND 60 24""R A",,2.00
"36"" HORZ BEND 60 24""R A",,2.00
"42"" HORZ BEND 60 24""R A",,2.00
"tray horz bend 45 24""r ",,
" 6"" HORZ BEND 45 24""R A",,1.00
" 9"" HORZ BEND 45 24""R A",,1.00
"12"" HORZ BEND 45 24""R A",,2.00
"18"" HORZ BEND 45 24""R A",,2.00
"24"" HORZ BEND 45 24""R A",,2.00
"30"" HORZ BEND 45 24""R A",,2.00
"36"" HORZ BEND 45 24""R A",,2.00
"42"" HORZ BEND 45 24""R A",,2.00
"tray horz bend 30 24""r ",,
" 6"" HORZ BEND 30 24""R A",,1.00
" 9"" HORZ BEND 30 24""R A",,1.00
"12"" HORZ BEND 30 24""R A",,2.00
"18"" HORZ BEND 30 24""R A",,2.00
"24"" HORZ BEND 30 24""R A",,2.00
"30"" HORZ BEND 30 24""R A",,2.00
"36"" HORZ BEND 30 24""R A",,2.00
"42"" HORZ BEND 30 24""R A",,2.00
"tray horz bend 90 36""r ",,
" 6"" HORZ BEND 90 36""R A",,1.00
" 9"" HORZ BEND 90 36""R A",,1.00
"12"" HORZ BEND 90 36""R A",,2.00
"18"" HORZ BEND 90 36""R A",,2.00
"24"" HORZ BEND 90 36""R A",,2.00
"30"" HORZ BEND 90 36""R A",,2.00
"36"" HORZ BEND 90 36""R A",,2.00
"42"" HORZ BEND 90 36""R A",,2.00
"tray horz bend 60 36""r ",,
" 6"" HORZ BEND 60 36""R A",,1.00
" 9"" HORZ BEND 60 36""R A",,1.00
"12"" HORZ BEND 60 36""R A",,1.00
"18"" HORZ BEND 60 36""R A",,2.00
"24"" HORZ BEND 60 36""R A",,2.00
"30"" HORZ BEND 60 36""R A",,2.00
"36"" HORZ BEND 60 36""R A",,2.00
"42"" HORZ BEND 60 36""R A",,2.00
"tray horz bend 45 36""r ",,
" 6"" HORZ BEND 45 36""R A",,1.00
" 9"" HORZ BEND 45 36""R A",,1.00
"12"" HORZ BEND 45 36""R A",,1.00
"18"" HORZ BEND 45 36""R A",,2.00
"24"" HORZ BEND 45 36""R A",,2.00
"30"" HORZ BEND 45 36""R A",,2.00
"36"" HORZ BEND 45 36""R A",,2.00
"42"" HORZ BEND 45 36""R A",,2.00
"tray horz bend 30 36""r ",,
" 6"" HORZ BEND 30 36""R A",,1.00
" 9"" HORZ BEND 30 36""R A",,1.00
"12"" HORZ BEND 30 36""R A",,1.00
"18"" HORZ BEND 30 36""R A",,2.00
"24"" HORZ BEND 30 36""R A",,2.00
"30"" HORZ BEND 30 36""R A",,2.00
"36"" HORZ BEND 30 36""R A",,2.00
"42"" HORZ BEND 30 36""R A",,2.00
"tray horz bend 90 48""r ",,
" 6"" HORZ BEND 90 48""R A",,1.00
" 9"" HORZ BEND 90 48""R A",,1.00
"12"" HORZ BEND 90 48""R A",,1.00
"18"" HORZ BEND 90 48""R A",,2.00
"24"" HORZ BEND 90 48""R A",,2.00
"30"" HORZ BEND 90 48""R A",,2.00
"36"" HORZ BEND 90 48""R A",,2.00
"42"" HORZ BEND 90 48""R A",,2.00
"tray horz bend 60 48""r ",,
" 6"" HORZ BEND 60 48""R A",,1.00
" 9"" HORZ BEND 60 48""R A",,1.00
"12"" HORZ BEND 60 48""R A",,1.00
"18"" HORZ BEND 60 48""R A",,2.00
"24"" HORZ BEND 60 48""R A",,2.00
"30"" HORZ BEND 60 48""R A",,2.00
"36"" HORZ BEND 60 48""R A",,2.00
"42"" HORZ BEND 60 48""R A",,2.00
"tray horz bend 45 48""r ",,
" 6"" HORZ BEND 45 48""R A",,1.00
" 9"" HORZ BEND 45 48""R A",,1.00
"12"" HORZ BEND 45 48""R A",,1.00
"18"" HORZ BEND 45 48""R A",,2.00
"24"" HORZ BEND 45 48""R A",,2.00
"30"" HORZ BEND 45 48""R A",,2.00
"36"" HORZ BEND 45 48""R A",,2.00
"42"" HORZ BEND 45 48""R A",,2.00
"tray horz bend 30 48""r ",,
" 6"" HORZ BEND 30 48""R A",,1.00
" 9"" HORZ BEND 30 48""R A",,1.00
"12"" HORZ BEND 30 48""R A",,1.00
"18"" HORZ BEND 30 48""R A",,2.00
"24"" HORZ BEND 30 48""R A",,2.00
"30"" HORZ BEND 30 48""R A",,2.00
"36"" HORZ BEND 30 48""R A",,2.00
"42"" HORZ BEND 30 48""R A",,2.00
"tray horz tee 12""r al",,
" 6"" HORZ TEE 12""R AL TR",,3.00
" 9"" HORZ TEE 12""R AL TR",,3.00
"12"" HORZ TEE 12""R AL TR",,3.00
"18"" HORZ TEE 12""R AL TR",,4.00
"24"" HORZ TEE 12""R AL TR",,4.00
"30"" HORZ TEE 12""R AL TR",,4.00
"36"" HORZ TEE 12""R AL TR",,4.00
"42"" HORZ TEE 12""R AL TR",,4.00
"tray horz tee 24""r al",,
" 6"" HORZ TEE 24""R AL TR",,3.00
" 9"" HORZ TEE 24""R AL TR",,3.00
"12"" HORZ TEE 24""R AL TR",,3.00
"18"" HORZ TEE 24""R AL TR",,4.00
"24"" HORZ TEE 24""R AL TR",,4.00
"30"" HORZ TEE 24""R AL TR",,4.00
"36"" HORZ TEE 24""R AL TR",,4.00
"42"" HORZ TEE 24""R AL TR",,4.00
"tray horz tee 36""r al",,
" 6"" HORZ TEE 36""R AL TR",,3.00
" 9"" HORZ TEE 36""R AL TR",,3.00
"12"" HORZ TEE 36""R AL TR",,3.00
"18"" HORZ TEE 36""R AL TR",,4.00
"24"" HORZ TEE 36""R AL TR",,4.00
"30"" HORZ TEE 36""R AL TR",,4.00
"36"" HORZ TEE 36""R AL TR",,4.00
"42"" HORZ TEE 36""R AL TR",,4.00
"tray horz tee 48""r al",,
" 6"" HORZ TEE 48""R AL TR",,3.00
" 9"" HORZ TEE 48""R AL TR",,3.00
"12"" HORZ TEE 48""R AL TR",,3.00
"18"" HORZ TEE 48""R AL TR",,4.00
"24"" HORZ TEE 48""R AL TR",,4.00
"30"" HORZ TEE 48""R AL TR",,4.00
"36"" HORZ TEE 48""R AL TR",,4.00
"42"" HORZ TEE 48""R AL TR",,4.00
"tray horz cross 12""r al",,
" 6"" HORZ CROSS 12""R AL ",,3.00
" 9"" HORZ CROSS 12""R AL ",,3.00
"12"" HORZ CROSS 12""R AL ",,3.00
"18"" HORZ CROSS 12""R AL ",,4.00
"24"" HORZ CROSS 12""R AL ",,4.00
"30"" HORZ CROSS 12""R AL ",,4.00
"36"" HORZ CROSS 12""R AL ",,4.00
"42"" HORZ CROSS 12""R AL ",,4.00
"tray horz cross 24""r al",,
" 6"" HORZ CROSS 24""R AL ",,3.00
" 9"" HORZ CROSS 24""R AL ",,3.00
"12"" HORZ CROSS 24""R AL ",,3.00
"18"" HORZ CROSS 24""R AL ",,4.00
"24"" HORZ CROSS 24""R AL ",,4.00
"30"" HORZ CROSS 24""R AL ",,4.00
"36"" HORZ CROSS 24""R AL ",,4.00
"42"" HORZ CROSS 24""R AL ",,4.00
"tray horz cross 36""r al",,
" 6"" HORZ CROSS 36""R AL ",,3.00
" 9"" HORZ CROSS 36""R AL ",,3.00
"12"" HORZ CROSS 36""R AL ",,3.00
"18"" HORZ CROSS 36""R AL ",,4.00
"24"" HORZ CROSS 36""R AL ",,4.00
"30"" HORZ CROSS 36""R AL ",,4.00
"36"" HORZ CROSS 36""R AL ",,4.00
"42"" HORZ CROSS 36""R AL ",,4.00
"tray horz cross 48""r al",,
" 6"" HORZ CROSS 48""R AL ",,3.00
" 9"" HORZ CROSS 48""R AL ",,3.00
"12"" HORZ CROSS 48""R AL ",,3.00
"18"" HORZ CROSS 48""R AL ",,4.00
